subgenome,seqid,start,end,strand,gene_id,gene_name,product,attributes
sgE,NC_092317.1,10766683,10770304,+,gene-LOC113741959,LOC113741959,1%2C4-dihydroxy-2-naphthoyl-CoA thioesterase 1,ID=gene-LOC113741959;Dbxref=GeneID:113741959;Name=LOC113741959;description=1%2C4-dihydroxy-2-naphthoyl-CoA thioesterase 1;gbkey=Gene;gene=LOC113741959;gene_biotype=protein_coding
sgE,NC_092317.1,10772545,10773537,+,gene-LOC113740740,LOC113740740,uncharacterized LOC113740740,ID=gene-LOC113740740;Dbxref=GeneID:113740740;Name=LOC113740740;description=uncharacterized LOC113740740;gbkey=Gene;gene=LOC113740740;gene_biotype=lncRNA
sgE,NC_092317.1,10775522,10779765,-,gene-LOC113740741,LOC113740741,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.1,ID=gene-LOC113740741;Dbxref=GeneID:113740741;Name=LOC113740741;description=LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.1;gbkey=Gene;gene=LOC113740741;gene_biotype=protein_coding
sgE,NC_092317.1,10783945,10786470,-,gene-LOC140006036,LOC140006036,uncharacterized LOC140006036,ID=gene-LOC140006036;Dbxref=GeneID:140006036;Name=LOC140006036;description=uncharacterized LOC140006036;gbkey=Gene;gene=LOC140006036;gene_biotype=lncRNA
sgE,NC_092317.1,10792573,10798256,+,gene-LOC113741187,LOC113741187,uncharacterized LOC113741187,ID=gene-LOC113741187;Dbxref=GeneID:113741187;Name=LOC113741187;description=uncharacterized LOC113741187;gbkey=Gene;gene=LOC113741187;gene_biotype=misc_RNA
sgE,NC_092317.1,10796228,10802540,-,gene-LOC113741186,LOC113741186,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.4,ID=gene-LOC113741186;Dbxref=GeneID:113741186;Name=LOC113741186;description=LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.4;gbkey=Gene;gene=LOC113741186;gene_biotype=protein_coding
sgE,NC_092317.1,11161591,11163100,-,gene-LOC140006042,LOC140006042,replication protein A 70 kDa DNA-binding subunit D-like,ID=gene-LOC140006042;Dbxref=GeneID:140006042;Name=LOC140006042;description=replication protein A 70 kDa DNA-binding subunit D-like;gbkey=Gene;gene=LOC140006042;gene_biotype=protein_coding
sgE,NC_092317.1,11183246,11184831,+,gene-LOC113740745,LOC113740745,F-box/kelch-repeat protein At3g06240-like,ID=gene-LOC113740745;Dbxref=GeneID:113740745;Name=LOC113740745;description=F-box/kelch-repeat protein At3g06240-like;gbkey=Gene;gene=LOC113740745;gene_biotype=protein_coding
sgE,NC_092317.1,11188664,11192964,-,gene-LOC113741258,LOC113741258,probable disease resistance RPP8-like protein 2,ID=gene-LOC113741258;Dbxref=GeneID:113741258;Name=LOC113741258;description=probable disease resistance RPP8-like protein 2;gbkey=Gene;gene=LOC113741258;gene_biotype=protein_coding
sgE,NC_092317.1,11239629,11242295,-,gene-LOC113740751,LOC113740751,disease resistance protein RPP8-like,ID=gene-LOC113740751;Dbxref=GeneID:113740751;Name=LOC113740751;description=disease resistance protein RPP8-like;gbkey=Gene;gene=LOC113740751;gene_biotype=protein_coding
sgE,NC_092317.1,11243295,11249487,+,gene-LOC113740748,LOC113740748,1%2C4-dihydroxy-2-naphthoyl-CoA thioesterase 1-like,ID=gene-LOC113740748;Dbxref=GeneID:113740748;Name=LOC113740748;description=1%2C4-dihydroxy-2-naphthoyl-CoA thioesterase 1-like;gbkey=Gene;gene=LOC113740748;gene_biotype=protein_coding
sgE,NC_092317.1,11252120,11255677,+,gene-LOC113740749,LOC113740749,1%2C4-dihydroxy-2-naphthoyl-CoA thioesterase 1-like,ID=gene-LOC113740749;Dbxref=GeneID:113740749;Name=LOC113740749;description=1%2C4-dihydroxy-2-naphthoyl-CoA thioesterase 1-like;gbkey=Gene;gene=LOC113740749;gene_biotype=protein_coding
sgE,NC_092317.1,11256141,11258947,+,gene-LOC113740750,LOC113740750,F-box/kelch-repeat protein At3g06240-like,ID=gene-LOC113740750;Dbxref=GeneID:113740750;Name=LOC113740750;description=F-box/kelch-repeat protein At3g06240-like;gbkey=Gene;gene=LOC113740750;gene_biotype=protein_coding
sgE,NC_092317.1,11318469,11318574,+,gene-LOC113743116,LOC113743116,small nucleolar RNA R71,ID=gene-LOC113743116;Dbxref=GeneID:113743116;Name=LOC113743116;description=small nucleolar RNA R71;gbkey=Gene;gene=LOC113743116;gene_biotype=snoRNA
sgE,NC_092317.1,11394206,11398957,+,gene-LOC113741886,LOC113741886,short-chain dehydrogenase TIC 32 B%2C chloroplastic-like,ID=gene-LOC113741886;Dbxref=GeneID:113741886;Name=LOC113741886;description=short-chain dehydrogenase TIC 32 B%2C chloroplastic-like;gbkey=Gene;gene=LOC113741886;gene_biotype=protein_coding
sgE,NC_092317.1,11400440,11404904,-,gene-LOC113741422,LOC113741422,kinetochore protein SPC25 homolog,ID=gene-LOC113741422;Dbxref=GeneID:113741422;Name=LOC113741422;description=kinetochore protein SPC25 homolog;gbkey=Gene;gene=LOC113741422;gene_biotype=protein_coding
sgE,NC_092317.1,11406508,11408966,-,gene-LOC140005716,LOC140005716,uncharacterized LOC140005716,ID=gene-LOC140005716;Dbxref=GeneID:140005716;Name=LOC140005716;description=uncharacterized LOC140005716;gbkey=Gene;gene=LOC140005716;gene_biotype=lncRNA
sgE,NC_092317.1,11420415,11425542,+,gene-LOC113742870,LOC113742870,uncharacterized LOC113742870,ID=gene-LOC113742870;Dbxref=GeneID:113742870;Name=LOC113742870;description=uncharacterized LOC113742870;gbkey=Gene;gene=LOC113742870;gene_biotype=protein_coding
sgE,NC_092317.1,11429367,11434217,-,gene-LOC113742762,LOC113742762,cell division cycle protein 48 homolog,ID=gene-LOC113742762;Dbxref=GeneID:113742762;Name=LOC113742762;description=cell division cycle protein 48 homolog;gbkey=Gene;gene=LOC113742762;gene_biotype=protein_coding
sgE,NC_092317.1,11438503,11444328,+,gene-LOC113742738,LOC113742738,arginine-specific demethylase JMJ20,ID=gene-LOC113742738;Dbxref=GeneID:113742738;Name=LOC113742738;description=arginine-specific demethylase JMJ20;gbkey=Gene;gene=LOC113742738;gene_biotype=protein_coding
sgE,NC_092317.1,11445927,11448967,-,gene-LOC113743062,LOC113743062,protein neprosin,ID=gene-LOC113743062;Dbxref=GeneID:113743062;Name=LOC113743062;description=protein neprosin;gbkey=Gene;gene=LOC113743062;gene_biotype=protein_coding
sgE,NC_092317.1,11451539,11452219,+,gene-LOC113740603,LOC113740603,pterocarpan synthase 1-like,ID=gene-LOC113740603;Dbxref=GeneID:113740603;Name=LOC113740603;description=pterocarpan synthase 1-like;gbkey=Gene;gene=LOC113740603;gene_biotype=protein_coding
sgE,NC_092317.1,11456005,11456748,+,gene-LOC113742079,LOC113742079,pterocarpan synthase 1-like,ID=gene-LOC113742079;Dbxref=GeneID:113742079;Name=LOC113742079;description=pterocarpan synthase 1-like;gbkey=Gene;gene=LOC113742079;gene_biotype=protein_coding
sgE,NC_092317.1,11464803,11465537,+,gene-LOC113740760,LOC113740760,pterocarpan synthase 1-like,ID=gene-LOC113740760;Dbxref=GeneID:113740760;Name=LOC113740760;description=pterocarpan synthase 1-like;gbkey=Gene;gene=LOC113740760;gene_biotype=protein_coding
sgE,NC_092317.1,11470301,11471091,+,gene-LOC113740761,LOC113740761,pterocarpan synthase 1-like,ID=gene-LOC113740761;Dbxref=GeneID:113740761;Name=LOC113740761;description=pterocarpan synthase 1-like;gbkey=Gene;gene=LOC113740761;gene_biotype=protein_coding
sgE,NC_092317.1,11473978,11478202,-,gene-LOC113741984,LOC113741984,uncharacterized LOC113741984,ID=gene-LOC113741984;Dbxref=GeneID:113741984;Name=LOC113741984;description=uncharacterized LOC113741984;gbkey=Gene;gene=LOC113741984;gene_biotype=protein_coding
sgE,NC_092317.1,11480414,11481007,+,gene-LOC113740762,LOC113740762,pterocarpan synthase 1-like,ID=gene-LOC113740762;Dbxref=GeneID:113740762;Name=LOC113740762;description=pterocarpan synthase 1-like;gbkey=Gene;gene=LOC113740762;gene_biotype=protein_coding
sgE,NC_092317.1,11562981,11575222,-,gene-LOC113740574,LOC113740574,protein MODIFIER OF SNC1 1,ID=gene-LOC113740574;Dbxref=GeneID:113740574;Name=LOC113740574;description=protein MODIFIER OF SNC1 1;gbkey=Gene;gene=LOC113740574;gene_biotype=protein_coding
sgE,NC_092317.1,11580640,11585082,-,gene-LOC113741423,LOC113741423,uncharacterized LOC113741423,ID=gene-LOC113741423;Dbxref=GeneID:113741423;Name=LOC113741423;description=uncharacterized LOC113741423;gbkey=Gene;gene=LOC113741423;gene_biotype=protein_coding
sgE,NC_092317.1,11589586,11590886,+,gene-LOC113740767,LOC113740767,DELLA protein RGL3-like,ID=gene-LOC113740767;Dbxref=GeneID:113740767;Name=LOC113740767;description=DELLA protein RGL3-like;gbkey=Gene;gene=LOC113740767;gene_biotype=protein_coding
sgE,NC_092317.1,11592278,11599142,+,gene-LOC113741349,LOC113741349,uncharacterized LOC113741349,ID=gene-LOC113741349;Dbxref=GeneID:113741349;Name=LOC113741349;description=uncharacterized LOC113741349;gbkey=Gene;gene=LOC113741349;gene_biotype=protein_coding
sgE,NC_092317.1,11599446,11603023,-,gene-LOC113741394,LOC113741394,probable apyrase 7,ID=gene-LOC113741394;Dbxref=GeneID:113741394;Name=LOC113741394;description=probable apyrase 7;gbkey=Gene;gene=LOC113741394;gene_biotype=protein_coding
sgE,NC_092317.1,11605710,11613095,+,gene-LOC113741410,LOC113741410,uncharacterized LOC113741410,ID=gene-LOC113741410;Dbxref=GeneID:113741410;Name=LOC113741410;description=uncharacterized LOC113741410;gbkey=Gene;gene=LOC113741410;gene_biotype=protein_coding
sgE,NC_092317.1,11626557,11627707,+,gene-LOC113740768,LOC113740768,major allergen Pyr c 1-like,ID=gene-LOC113740768;Dbxref=GeneID:113740768;Name=LOC113740768;description=major allergen Pyr c 1-like;gbkey=Gene;gene=LOC113740768;gene_biotype=protein_coding
sgE,NC_092317.1,11631169,11632415,+,gene-LOC113740769,LOC113740769,major allergen Pru ar 1-like,ID=gene-LOC113740769;Dbxref=GeneID:113740769;Name=LOC113740769;description=major allergen Pru ar 1-like;gbkey=Gene;gene=LOC113740769;gene_biotype=protein_coding
sgE,NC_092317.1,11642132,11645345,+,gene-LOC113741742,LOC113741742,uncharacterized LOC113741742,ID=gene-LOC113741742;Dbxref=GeneID:113741742;Name=LOC113741742;description=uncharacterized LOC113741742;gbkey=Gene;gene=LOC113741742;gene_biotype=protein_coding
sgE,NC_092317.1,11650806,11658230,-,gene-LOC113741568,LOC113741568,glycerophosphocholine acyltransferase 1-like,ID=gene-LOC113741568;Dbxref=GeneID:113741568;Name=LOC113741568;description=glycerophosphocholine acyltransferase 1-like;gbkey=Gene;gene=LOC113741568;gene_biotype=protein_coding
sgE,NC_092317.1,11687627,11687733,+,gene-LOC113743135,LOC113743135,small nucleolar RNA R71,ID=gene-LOC113743135;Dbxref=GeneID:113743135;Name=LOC113743135;description=small nucleolar RNA R71;gbkey=Gene;gene=LOC113743135;gene_biotype=snoRNA
sgE,NC_092317.1,11699961,11708076,-,gene-LOC113741308,LOC113741308,DEAD-box ATP-dependent RNA helicase 50-like,ID=gene-LOC113741308;Dbxref=GeneID:113741308;Name=LOC113741308;description=DEAD-box ATP-dependent RNA helicase 50-like;gbkey=Gene;gene=LOC113741308;gene_biotype=protein_coding
sgE,NC_092317.1,11713175,11725207,-,gene-LOC113742667,LOC113742667,protein MICRORCHIDIA 6,ID=gene-LOC113742667;Dbxref=GeneID:113742667;Name=LOC113742667;description=protein MICRORCHIDIA 6;gbkey=Gene;gene=LOC113742667;gene_biotype=protein_coding
sgE,NC_092317.1,11749483,11764522,+,gene-LOC113740771,LOC113740771,vacuolar sorting protein 18-like,ID=gene-LOC113740771;Dbxref=GeneID:113740771;Name=LOC113740771;description=vacuolar sorting protein 18-like;gbkey=Gene;gene=LOC113740771;gene_biotype=protein_coding
sgE,NC_092317.1,11822032,11823638,+,gene-LOC113741259,LOC113741259,protein STRICTOSIDINE SYNTHASE-LIKE 12,ID=gene-LOC113741259;Dbxref=GeneID:113741259;Name=LOC113741259;description=protein STRICTOSIDINE SYNTHASE-LIKE 12;gbkey=Gene;gene=LOC113741259;gene_biotype=protein_coding
sgE,NC_092317.1,11829527,11832855,+,gene-LOC113741556,LOC113741556,uncharacterized LOC113741556,ID=gene-LOC113741556;Dbxref=GeneID:113741556;Name=LOC113741556;description=uncharacterized LOC113741556;gbkey=Gene;gene=LOC113741556;gene_biotype=protein_coding
sgE,NC_092317.1,11836170,11844948,+,gene-LOC113742131,LOC113742131,uncharacterized LOC113742131,ID=gene-LOC113742131;Dbxref=GeneID:113742131;Name=LOC113742131;description=uncharacterized LOC113742131;gbkey=Gene;gene=LOC113742131;gene_biotype=protein_coding
sgE,NC_092317.1,11845185,11846991,+,gene-LOC113742132,LOC113742132,glutaredoxin,ID=gene-LOC113742132;Dbxref=GeneID:113742132;Name=LOC113742132;description=glutaredoxin;gbkey=Gene;gene=LOC113742132;gene_biotype=protein_coding
sgE,NC_092317.1,11847122,11850369,-,gene-LOC140005717,LOC140005717,uncharacterized LOC140005717,ID=gene-LOC140005717;Dbxref=GeneID:140005717;Name=LOC140005717;description=uncharacterized LOC140005717;gbkey=Gene;gene=LOC140005717;gene_biotype=lncRNA
sgE,NC_092317.1,11851101,11864036,+,gene-LOC113742560,LOC113742560,TSL-kinase interacting protein 1-like,ID=gene-LOC113742560;Dbxref=GeneID:113742560;Name=LOC113742560;description=TSL-kinase interacting protein 1-like;gbkey=Gene;gene=LOC113742560;gene_biotype=protein_coding
sgE,NC_092317.1,11864913,11869721,+,gene-LOC113742562,LOC113742562,exosome complex component RRP4 homolog,ID=gene-LOC113742562;Dbxref=GeneID:113742562;Name=LOC113742562;description=exosome complex component RRP4 homolog;gbkey=Gene;gene=LOC113742562;gene_biotype=protein_coding
sgE,NC_092317.1,11886080,11899368,-,gene-LOC140006049,LOC140006049,uncharacterized LOC140006049,ID=gene-LOC140006049;Dbxref=GeneID:140006049;Name=LOC140006049;description=uncharacterized LOC140006049;gbkey=Gene;gene=LOC140006049;gene_biotype=lncRNA
sgE,NC_092317.1,11892588,11892989,+,gene-LOC140006050,LOC140006050,uncharacterized LOC140006050,ID=gene-LOC140006050;Dbxref=GeneID:140006050;Name=LOC140006050;description=uncharacterized LOC140006050;gbkey=Gene;gene=LOC140006050;gene_biotype=lncRNA
sgE,NC_092317.1,11893095,11893752,+,gene-LOC140006048,LOC140006048,uncharacterized LOC140006048,ID=gene-LOC140006048;Dbxref=GeneID:140006048;Name=LOC140006048;description=uncharacterized LOC140006048;gbkey=Gene;gene=LOC140006048;gene_biotype=protein_coding
sgE,NC_092317.1,11905884,11907465,+,gene-LOC140006051,LOC140006051,uncharacterized LOC140006051,ID=gene-LOC140006051;Dbxref=GeneID:140006051;Name=LOC140006051;description=uncharacterized LOC140006051;gbkey=Gene;gene=LOC140006051;gene_biotype=lncRNA
sgE,NC_092317.1,11906676,11910376,-,gene-LOC113742962,LOC113742962,anthranilate phosphoribosyltransferase%2C chloroplastic,ID=gene-LOC113742962;Dbxref=GeneID:113742962;Name=LOC113742962;description=anthranilate phosphoribosyltransferase%2C chloroplastic;gbkey=Gene;gene=LOC113742962;gene_biotype=protein_coding
sgE,NC_092317.1,11913374,11915924,-,gene-LOC113741822,LOC113741822,uncharacterized LOC113741822,ID=gene-LOC113741822;Dbxref=GeneID:113741822;Name=LOC113741822;description=uncharacterized LOC113741822;gbkey=Gene;gene=LOC113741822;gene_biotype=protein_coding
sgE,NC_092317.1,11917857,11921604,+,gene-LOC113741529,LOC113741529,uncharacterized LOC113741529,ID=gene-LOC113741529;Dbxref=GeneID:113741529;Name=LOC113741529;description=uncharacterized LOC113741529;gbkey=Gene;gene=LOC113741529;gene_biotype=protein_coding
sgE,NC_092317.1,11923095,11926200,+,gene-LOC113740775,LOC113740775,transcription factor ABORTED MICROSPORES-like,ID=gene-LOC113740775;Dbxref=GeneID:113740775;Name=LOC113740775;description=transcription factor ABORTED MICROSPORES-like;gbkey=Gene;gene=LOC113740775;gene_biotype=protein_coding
sgE,NC_092317.1,11927352,11934918,-,gene-LOC113741174,LOC113741174,M phase phosphoprotein 10,ID=gene-LOC113741174;Dbxref=GeneID:113741174;Name=LOC113741174;description=M phase phosphoprotein 10;gbkey=Gene;gene=LOC113741174;gene_biotype=protein_coding
sgE,NC_092317.1,12015216,12018621,+,gene-LOC113741298,LOC113741298,putative disease resistance protein At1g50180,ID=gene-LOC113741298;Dbxref=GeneID:113741298;Name=LOC113741298;description=putative disease resistance protein At1g50180;gbkey=Gene;gene=LOC113741298;gene_biotype=protein_coding
sgE,NC_092317.1,12038542,12039398,-,gene-LOC140005465,LOC140005465,uncharacterized LOC140005465,ID=gene-LOC140005465;Dbxref=GeneID:140005465;Name=LOC140005465;description=uncharacterized LOC140005465;gbkey=Gene;gene=LOC140005465;gene_biotype=protein_coding
sgE,NC_092317.1,12051080,12080074,+,gene-LOC113740778,LOC113740778,putative disease resistance protein At1g50180,ID=gene-LOC113740778;Dbxref=GeneID:113740778;Name=LOC113740778;description=putative disease resistance protein At1g50180;gbkey=Gene;gene=LOC113740778;gene_biotype=protein_coding
sgE,NC_092317.1,12086258,12089420,+,gene-LOC113740779,LOC113740779,putative disease resistance protein At1g50180,ID=gene-LOC113740779;Dbxref=GeneID:113740779;Name=LOC113740779;description=putative disease resistance protein At1g50180;gbkey=Gene;gene=LOC113740779;gene_biotype=protein_coding
sgE,NC_092317.1,12095939,12102946,-,gene-LOC113742831,LOC113742831,RAF-like serine/threonine-protein kinase PRAF,ID=gene-LOC113742831;Dbxref=GeneID:113742831;Name=LOC113742831;description=RAF-like serine/threonine-protein kinase PRAF;gbkey=Gene;gene=LOC113742831;gene_biotype=protein_coding
sgE,NC_092317.1,12109488,12125805,+,gene-LOC113740780,LOC113740780,probable disease resistance RPP8-like protein 2,ID=gene-LOC113740780;Dbxref=GeneID:113740780;Name=LOC113740780;description=probable disease resistance RPP8-like protein 2;gbkey=Gene;gene=LOC113740780;gene_biotype=protein_coding
sgE,NC_092317.1,12184058,12187333,+,gene-LOC113741802,LOC113741802,putative disease resistance RPP13-like protein 3,ID=gene-LOC113741802;Dbxref=GeneID:113741802;Name=LOC113741802;description=putative disease resistance RPP13-like protein 3;gbkey=Gene;gene=LOC113741802;gene_biotype=protein_coding
sgE,NC_092317.1,12206191,12206298,-,gene-LOC113743110,LOC113743110,small nucleolar RNA R71,ID=gene-LOC113743110;Dbxref=GeneID:113743110;Name=LOC113743110;description=small nucleolar RNA R71;gbkey=Gene;gene=LOC113743110;gene_biotype=snoRNA
sgE,NC_092317.1,12238007,12243909,+,gene-LOC113742815,LOC113742815,triose phosphate/phosphate translocator%2C non-green plastid%2C chloroplastic-like,ID=gene-LOC113742815;Dbxref=GeneID:113742815;Name=LOC113742815;description=triose phosphate/phosphate translocator%2C non-green plastid%2C chloroplastic-like;gbkey=Gene;gene=LOC113742815;gene_biotype=protein_coding
sgE,NC_092317.1,12250802,12250908,-,gene-LOC113743131,LOC113743131,small nucleolar RNA R71,ID=gene-LOC113743131;Dbxref=GeneID:113743131;Name=LOC113743131;description=small nucleolar RNA R71;gbkey=Gene;gene=LOC113743131;gene_biotype=snoRNA
sgE,NC_092317.1,12265681,12265787,-,gene-LOC113743097,LOC113743097,small nucleolar RNA R71,ID=gene-LOC113743097;Dbxref=GeneID:113743097;Name=LOC113743097;description=small nucleolar RNA R71;gbkey=Gene;gene=LOC113743097;gene_biotype=snoRNA
sgE,NC_092317.1,12302535,12302641,+,gene-LOC113743101,LOC113743101,small nucleolar RNA R71,ID=gene-LOC113743101;Dbxref=GeneID:113743101;Name=LOC113743101;description=small nucleolar RNA R71;gbkey=Gene;gene=LOC113743101;gene_biotype=snoRNA
sgE,NC_092317.1,12319394,12321847,-,gene-LOC113740790,LOC113740790,transcription factor MYB115-like,ID=gene-LOC113740790;Dbxref=GeneID:113740790;Name=LOC113740790;description=transcription factor MYB115-like;gbkey=Gene;gene=LOC113740790;gene_biotype=protein_coding
sgE,NC_092317.1,12387573,12389932,-,gene-LOC140005467,LOC140005467,transcription factor MYB98-like,ID=gene-LOC140005467;Dbxref=GeneID:140005467;Name=LOC140005467;description=transcription factor MYB98-like;gbkey=Gene;gene=LOC140005467;gene_biotype=protein_coding
sgE,NC_092317.1,12392876,12399208,-,gene-LOC113740309,LOC113740309,GDSL esterase/lipase At5g62930,ID=gene-LOC113740309;Dbxref=GeneID:113740309;Name=LOC113740309;description=GDSL esterase/lipase At5g62930;gbkey=Gene;gene=LOC113740309;gene_biotype=protein_coding
sgE,NC_092317.1,12404998,12411107,-,gene-LOC140004587,LOC140004587,probable boron transporter 2,ID=gene-LOC140004587;Dbxref=GeneID:140004587;Name=LOC140004587;description=probable boron transporter 2;gbkey=Gene;gene=LOC140004587;gene_biotype=protein_coding
sgE,NC_092317.1,12465094,12469961,+,gene-LOC113739907,LOC113739907,iron-sulfur cluster assembly protein 1-like,ID=gene-LOC113739907;Dbxref=GeneID:113739907;Name=LOC113739907;description=iron-sulfur cluster assembly protein 1-like;gbkey=Gene;gene=LOC113739907;gene_biotype=protein_coding
sgE,NC_092317.1,12474569,12489289,+,gene-LOC140006053,LOC140006053,pantothenate kinase 2-like,ID=gene-LOC140006053;Dbxref=GeneID:140006053;Name=LOC140006053;description=pantothenate kinase 2-like;gbkey=Gene;gene=LOC140006053;gene_biotype=protein_coding
sgE,NC_092317.1,12490863,12490934,+,gene-TRNAP-UGG-20,TRNAP-UGG,transfer RNA proline (anticodon UGG),ID=gene-TRNAP-UGG-20;Dbxref=GeneID:140006173;Name=TRNAP-UGG;description=transfer RNA proline (anticodon UGG);gbkey=Gene;gene=TRNAP-UGG;gene_biotype=tRNA
sgE,NC_092317.1,12504689,12508654,+,gene-LOC113739910,LOC113739910,uncharacterized LOC113739910,ID=gene-LOC113739910;Dbxref=GeneID:113739910;Name=LOC113739910;description=uncharacterized LOC113739910;gbkey=Gene;gene=LOC113739910;gene_biotype=protein_coding
sgE,NC_092317.1,12524735,12526902,-,gene-LOC140006054,LOC140006054,dof zinc finger protein DOF5.6-like,ID=gene-LOC140006054;Dbxref=GeneID:140006054;Name=LOC140006054;description=dof zinc finger protein DOF5.6-like;gbkey=Gene;gene=LOC140006054;gene_biotype=protein_coding
sgE,NC_092317.1,12540844,12542548,-,gene-LOC140005468,LOC140005468,uncharacterized LOC140005468,ID=gene-LOC140005468;Dbxref=GeneID:140005468;Name=LOC140005468;description=uncharacterized LOC140005468;gbkey=Gene;gene=LOC140005468;gene_biotype=protein_coding
sgE,NC_092317.1,12543008,12543622,-,gene-LOC140005469,LOC140005469,uncharacterized LOC140005469,ID=gene-LOC140005469;Dbxref=GeneID:140005469;Name=LOC140005469;description=uncharacterized LOC140005469;gbkey=Gene;gene=LOC140005469;gene_biotype=protein_coding
sgE,NC_092317.1,12547327,12595212,+,gene-LOC113739908,LOC113739908,serine/threonine-protein kinase ATM,ID=gene-LOC113739908;Dbxref=GeneID:113739908;Name=LOC113739908;description=serine/threonine-protein kinase ATM;gbkey=Gene;gene=LOC113739908;gene_biotype=protein_coding
sgE,NC_092317.1,12864527,12865237,+,gene-LOC140005473,LOC140005473,disease resistance protein RPP8-like,ID=gene-LOC140005473;Dbxref=GeneID:140005473;Name=LOC140005473;description=disease resistance protein RPP8-like;gbkey=Gene;gene=LOC140005473;gene_biotype=protein_coding
sgE,NC_092317.1,12868637,12874448,-,gene-LOC113742547,LOC113742547,1-deoxy-D-xylulose 5-phosphate reductoisomerase%2C chloroplastic,ID=gene-LOC113742547;Dbxref=GeneID:113742547;Name=LOC113742547;description=1-deoxy-D-xylulose 5-phosphate reductoisomerase%2C chloroplastic;gbkey=Gene;gene=LOC113742547;gene_biotype=protein_coding
sgE,NC_092317.1,12880713,12883106,-,gene-LOC140005474,LOC140005474,uncharacterized LOC140005474,ID=gene-LOC140005474;Dbxref=GeneID:140005474;Name=LOC140005474;description=uncharacterized LOC140005474;gbkey=Gene;gene=LOC140005474;gene_biotype=protein_coding
sgE,NC_092317.1,12889863,12897970,-,gene-LOC113742523,LOC113742523,peroxisomal membrane protein PEX14,ID=gene-LOC113742523;Dbxref=GeneID:113742523;Name=LOC113742523;description=peroxisomal membrane protein PEX14;gbkey=Gene;gene=LOC113742523;gene_biotype=protein_coding
sgE,NC_092317.1,13041759,13041838,-,gene-TRNAL-UAG-6,TRNAL-UAG,transfer RNA leucine (anticodon UAG),ID=gene-TRNAL-UAG-6;Dbxref=GeneID:113743172;Name=TRNAL-UAG;description=transfer RNA leucine (anticodon UAG);gbkey=Gene;gene=TRNAL-UAG;gene_biotype=tRNA
sgE,NC_092317.1,13045157,13052903,-,gene-LOC113741296,LOC113741296,serine/threonine/tyrosine-protein kinase HT1,ID=gene-LOC113741296;Dbxref=GeneID:113741296;Name=LOC113741296;description=serine/threonine/tyrosine-protein kinase HT1;gbkey=Gene;gene=LOC113741296;gene_biotype=protein_coding
sgE,NC_092317.1,13067331,13068828,-,gene-LOC113741549,LOC113741549,uncharacterized LOC113741549,ID=gene-LOC113741549;Dbxref=GeneID:113741549;Name=LOC113741549;description=uncharacterized LOC113741549;gbkey=Gene;gene=LOC113741549;gene_biotype=lncRNA
sgE,NC_092317.1,13074350,13079663,-,gene-LOC113742432,LOC113742432,4-hydroxybenzoate geranyltransferase 2,ID=gene-LOC113742432;Dbxref=GeneID:113742432;Name=LOC113742432;description=4-hydroxybenzoate geranyltransferase 2;gbkey=Gene;gene=LOC113742432;gene_biotype=protein_coding
sgE,NC_092317.1,13100024,13105202,+,gene-LOC113742433,LOC113742433,uncharacterized LOC113742433,ID=gene-LOC113742433;Dbxref=GeneID:113742433;Name=LOC113742433;description=uncharacterized LOC113742433;gbkey=Gene;gene=LOC113742433;gene_biotype=protein_coding
sgE,NC_092317.1,13111454,13122916,-,gene-LOC140005475,LOC140005475,4-hydroxybenzoate polyprenyltransferase%2C mitochondrial-like,ID=gene-LOC140005475;Dbxref=GeneID:140005475;Name=LOC140005475;description=4-hydroxybenzoate polyprenyltransferase%2C mitochondrial-like;gbkey=Gene;gene=LOC140005475;gene_biotype=protein_coding
sgE,NC_092317.1,13127697,13137460,-,gene-LOC113741544,LOC113741544,4-hydroxybenzoate geranyltransferase 2-like,ID=gene-LOC113741544;Dbxref=GeneID:113741544;Name=LOC113741544;description=4-hydroxybenzoate geranyltransferase 2-like;gbkey=Gene;gene=LOC113741544;gene_biotype=protein_coding
sgE,NC_092317.1,13146010,13154948,+,gene-LOC113742845,LOC113742845,general transcription and DNA repair factor IIH subunit TFB4-like,ID=gene-LOC113742845;Dbxref=GeneID:113742845;Name=LOC113742845;description=general transcription and DNA repair factor IIH subunit TFB4-like;gbkey=Gene;gene=LOC113742845;gene_biotype=protein_coding
sgE,NC_092317.1,13164853,13168673,-,gene-LOC113741874,LOC113741874,metal tolerance protein 1,ID=gene-LOC113741874;Dbxref=GeneID:113741874;Name=LOC113741874;description=metal tolerance protein 1;gbkey=Gene;gene=LOC113741874;gene_biotype=protein_coding
sgE,NC_092317.1,13413505,13414684,-,gene-LOC113741658,LOC113741658,cysteine proteinase inhibitor 4,ID=gene-LOC113741658;Dbxref=GeneID:113741658;Name=LOC113741658;description=cysteine proteinase inhibitor 4;gbkey=Gene;gene=LOC113741658;gene_biotype=protein_coding
